Image Name,Majority Vote Label,Number of Annotators who Selected SSA (Out of 7),Partition,generated_caption
MHIST_bbz.png,HP,3,train,a histopathology slide showing the location of the hepatius in the hepatius in the hepatius is the hepati
MHIST_bca.png,HP,2,train,a histopathology slide showing the cells of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bcb.png,SSA,4,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bcd.png,HP,2,test,a histopathology slide showing the hepatius and histoidus cells in the left side of the stomach
MHIST_bcf.png,HP,1,train,a histopathology slide showing the brain and histologyic cells
MHIST_bcg.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, and the hepatitoidus of the hepati"
MHIST_bch.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hepatitoidus at the hetop"
MHIST_bci.png,HP,2,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bcj.png,HP,1,train,a histopathology slide showing the cells in the human cell
MHIST_bck.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, with a large number of histopathtopodrot"
MHIST_bcm.png,HP,3,train,a histopathology slide showing the brain and histoathosisal cells
MHIST_bcp.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bcq.png,HP,3,train,a histopathology slide showing the purple and purple areas of the cells
MHIST_bcr.png,HP,0,test,a histopathology slide showing the location of the hepatius in the hepatius in the hepatius is the hepati
MHIST_bcs.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bct.png,HP,0,train,a histopathology slide showing the number of the cells in the liver
MHIST_bcu.png,HP,1,train,a histopathology slide showing the structure of the tissue
MHIST_bcv.png,HP,0,test,"a histopathology slide showing the cells of a human cell, with a number of cells in the cell"
MHIST_bcw.png,HP,0,train,a histopathology slide showing the pattern of the cells in the left and right breast cells
MHIST_bcx.png,HP,2,train,"a histopathology slide showing the cells of a human cell, and a cell membrane, with a"
MHIST_bcz.png,HP,3,test,"a histopathology slide showing the hepatitoidus of the left lung, and the hetopathosis of the hetop"
MHIST_bda.png,HP,1,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bdb.png,HP,2,test,a histopathology slide showing the purple and purple areas of the liver
MHIST_bdc.png,HP,1,test,"a histopathology slide showing the cells of a human cell, with a number of cells in the cell"
MHIST_bdd.png,HP,1,test,a histopathology slide showing the hepatitoidus of the liver
MHIST_bde.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bdf.png,HP,0,train,a histopathology slide showing the number of the cells in the cell
MHIST_bdg.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopothosis
MHIST_bdh.png,HP,1,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the hetopathsis, and hetopodrotrottictictictictictictict"
MHIST_bdi.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bdj.png,HP,1,train,a histopathology slide showing the structure of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bdk.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopothosis
MHIST_bdl.png,HP,0,test,"a histopathology slide showing the purple and purple areas of the liver liver, liver, liver liver, liver, liver liver, liver"
MHIST_bdm.png,HP,0,train,a histopathology slide showing the hepatitoidus of the hepatitoidus
MHIST_bdn.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bdo.png,HP,0,test,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bdq.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bdr.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bds.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bdt.png,HP,1,test,a histopathology slide showing the number of the cells in the liver
MHIST_bdu.png,HP,1,train,a histopathology slide showing the cells of the liver
MHIST_bdw.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bdx.png,SSA,5,train,a histopathology slide showing the brain and histoathosis
MHIST_bdy.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bdz.png,HP,1,train,a histopathology slide showing the location of the hepatius in the hepatius in the hepatius is the hepati
MHIST_bea.png,HP,0,test,a histopathology slide showing the cells in the left and right hemisphere
MHIST_bed.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bef.png,HP,1,train,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_beg.png,HP,2,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_beh.png,HP,0,test,a histopathology slide showing the structure of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bei.png,SSA,4,train,a histopathology slide showing the hepatitoidus of the left hand and the hetopathosis of the right hand
MHIST_bej.png,HP,3,test,a histopathology slide showing the location of the hepatius in the hepatius in the hepatius is the hepati
MHIST_bek.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bel.png,HP,2,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bem.png,HP,1,test,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_ben.png,HP,0,test,a histopathology slide showing the purple and white cells of a human cell
MHIST_bep.png,HP,3,train,a histopathology slide showing the hepatitoidus of the liver
MHIST_beq.png,HP,0,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bes.png,HP,2,train,a histopathology slide showing the hepatitoidus in the left and the hepatitoidus in the right
MHIST_bet.png,HP,3,train,a histopathology slide showing the hepatitoidus of the heart
MHIST_bex.png,SSA,4,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bey.png,HP,1,train,a histopathology slide showing the brain and histoathosis
MHIST_bez.png,HP,2,test,"a histopathology slide showing the hepatius and histoidus areas of the liver, with the hepatius and histoidus highlighted at the liver"
MHIST_bfa.png,HP,2,train,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_bfb.png,HP,1,test,"a histopathology slide showing the structure of the human cell, showing the cell membrane and the cell membrane is the cell membrane, and"
MHIST_bfc.png,HP,0,test,a histopathology slide showing the hepatius and hepatius cells in the liver
MHIST_bfd.png,HP,3,test,a histopathology slide showing the brain and histoathsis
MHIST_bfe.png,HP,0,train,a histopathology slide showing the hepatitoidus and histoidus cells in the left side of the hetopathosis
MHIST_bfh.png,HP,2,train,"a histopathology slide showing the cells in the left and right cells of the left cell cells, with the cells in the left cell"
MHIST_bfi.png,HP,0,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the liver, and"
MHIST_bfj.png,HP,3,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bfk.png,HP,1,train,a histopathology slide showing the cells of the human
MHIST_bfl.png,HP,1,train,a histopathology slide showing the cells of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bfm.png,HP,1,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bfp.png,HP,2,train,a histopathology slide showing the location of the hepatius in the left side of the hepatius
MHIST_bfr.png,HP,0,train,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_bfs.png,HP,0,train,a histopathology slide showing the cells of the human
MHIST_bft.png,SSA,5,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bfx.png,SSA,4,test,a histopathology slide showing the cells of a human cell
MHIST_bfy.png,HP,0,test,a histopathology slide showing the location of the hepatius in the hepatius
MHIST_bfz.png,HP,0,test,a histopathology slide showing the structure of a large cell cell cell cell cell cell cell cell cell cell cell cell cell cell cell cell
MHIST_bga.png,HP,0,test,a histopathology slide showing the cells in the liver
MHIST_bgd.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bge.png,HP,2,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the hetopathsis, and hetopathsis, and hetopodrottictictictals of the hetoidal cells, and hetoidal cells"
MHIST_bgg.png,HP,0,train,a histopathology slide showing a large number of cells in the brain
MHIST_bgi.png,HP,0,test,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bgj.png,HP,0,test,a histopathology slide showing the purple and purple cells of the human
MHIST_bgm.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bgn.png,HP,2,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bgo.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bgq.png,HP,0,train,a histopathology slide showing the tumor cells
MHIST_bgr.png,HP,1,train,a histopathology slide showing the hepatitoidus and histoidus of the liver
MHIST_bgt.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the hetopathsis, and hetopodrotrottictictictictictict"
MHIST_bgu.png,HP,1,train,a histopathology slide showing the purple and purple cells of the liver
MHIST_bgw.png,HP,2,train,a histopathology slide showing the location of the liver bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone bone
MHIST_bgx.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bgy.png,HP,2,test,a histopathology slide showing the purple and purple areas of the liver
MHIST_bgz.png,HP,0,test,a histopathology slide showing the location of the hepatitoidus in the liver bone bone bone bone bone bone bone bone bone
MHIST_bha.png,HP,0,train,a histopathology slide showing the cells of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bhb.png,HP,1,train,a histopathology slide showing the hepatitoidus and histoidus cells in the left side of the hetopod
MHIST_bhc.png,HP,0,train,a histopathology slide showing a purple circle with a white circle at the center
MHIST_bhd.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bhe.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bhf.png,HP,2,train,"a histopathology slide showing the hepatitoidus in the left and the hetopathosis in the right, and the"
MHIST_bhg.png,HP,3,train,a histopathology slide showing the purple and purple cells of the liver
MHIST_bhh.png,HP,2,train,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_bhi.png,HP,2,train,a histopathology slide showing the location of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bhj.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bhm.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bhn.png,SSA,4,test,a histopathology slide showing the location of the hepatius in the hepatius in the hepatius is the hepati
MHIST_bhp.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with a number of histopathosisal cells in"
MHIST_bhr.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bht.png,HP,0,train,a histopathology slide showing the pattern of the purple and white cells in the left side of the brain
MHIST_bhu.png,HP,1,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the liver, and"
MHIST_bhx.png,HP,2,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bhz.png,HP,0,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bia.png,HP,0,train,a histopathology slide showing the cells of the liver
MHIST_bic.png,HP,1,train,a histopathology slide showing the cells of a nemark
MHIST_bid.png,HP,1,train,a histopathology slide showing the number of the cells in the liver liver liver liver liver liver liver
MHIST_bif.png,HP,0,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_big.png,SSA,5,train,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the liver, and"
MHIST_bij.png,HP,2,test,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bik.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bil.png,HP,0,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bim.png,HP,0,test,a histopathology slide showing the structure of the human brain
MHIST_bin.png,SSA,4,test,a histopathology slide showing the pattern of the cell membrane
MHIST_biq.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the liver, and"
MHIST_bir.png,HP,3,train,a histopathology slide showing the purple and purple areas of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bis.png,HP,1,train,a histopathology slide showing the purple and white cells of a human cell
MHIST_bit.png,SSA,4,train,a histopathology slide showing the purple and white areas of the stomach
MHIST_biu.png,HP,1,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_biv.png,HP,2,train,a histopathology slide showing the brain and histopathosisal cells
MHIST_bix.png,HP,2,test,"a histopathology slide showing the structure of the tissue tissue, showing the tissue tissue, and the tissue tissue is the tissue tissue is"
MHIST_biy.png,HP,2,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_biz.png,HP,0,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bjb.png,HP,1,train,a histopathology slide showing the purple and white areas of the skin
MHIST_bjc.png,HP,3,train,a histopathology slide showing the number of the cells in the liver
MHIST_bje.png,HP,0,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the hetopathosis"
MHIST_bjf.png,HP,0,train,a histopathology slide showing the location of the hepatius in the left side of the hepatius
MHIST_bjg.png,HP,1,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bjh.png,HP,1,test,a histopathology slide showing the location of the hepatius in the left side of the hepatius
MHIST_bji.png,SSA,4,train,a histopathology slide showing the location of the hepatius in the hepatius in the hepatius is the hepati
MHIST_bjj.png,HP,0,train,a histopathology slide showing the hepatitoidus of the liver
MHIST_bjk.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with a large number of histopathtopodrop"
MHIST_bjl.png,HP,0,train,a histopathology slide showing the location of the hepatius in the hepatius
MHIST_bjm.png,HP,0,test,a histopathology slide showing the pattern of the hepatitoidus in the left side of the hepatitoidus
MHIST_bjn.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bjo.png,HP,3,train,a histopathology slide showing the brain and histoathsise cells
MHIST_bjq.png,HP,3,train,a histopathology slide showing the purple and purple cells of the human cell
MHIST_bjt.png,HP,2,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the liver, and"
MHIST_bju.png,HP,2,train,"a histopathology slide showing the hepatitoidus in the liver, with the hetopathosis of the liver, and"
MHIST_bjv.png,HP,1,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bjw.png,HP,2,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bjy.png,HP,1,train,a histopathology slide showing the pattern of the hepatitoidus in the left side of the hepatitoidus
MHIST_bjz.png,HP,0,train,a histopathology slide showing the location of the hepatius in the hepatius
MHIST_bka.png,HP,0,test,a histopathology slide showing the hepatitoidus in the left side of the hetopathosis
MHIST_bkc.png,SSA,4,train,a histopathology slide showing the location of the hepatitoidus in the left side of the liver
MHIST_bke.png,HP,0,test,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bkf.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bkg.png,SSA,4,train,"a histopathology slide showing the hepatius and histoathsis of the liver, with the hepatius and histo"
MHIST_bkh.png,HP,0,test,a histopathology slide showing the cells of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bki.png,HP,2,train,"a histopathology slide showing the hepatitoidus of the liver, with a number of histopathosisal cells in"
MHIST_bkm.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, with a large number of histopathtopodrop"
MHIST_bkn.png,HP,1,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bko.png,HP,1,test,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bkp.png,HP,1,test,a histopathology slide showing the hepatitoidus of the liver
MHIST_bkq.png,HP,3,train,a histopathology slide showing the purple and white cells of the liver liver
MHIST_bkr.png,HP,2,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bkt.png,HP,1,test,a histopathology slide showing a purple stain of the epiple of the epiple of the epiple of the ep
MHIST_bku.png,HP,0,test,a histopathology slide showing the cells of a human cell
MHIST_bkw.png,HP,0,train,a histopathology slide showing the location of the hepatius in the hepatius
MHIST_bkx.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bkz.png,HP,1,train,a histopathology slide showing the purple and white areas of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bla.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopothosis
MHIST_blb.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bld.png,HP,1,test,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_blg.png,SSA,4,test,"a histopathology slide showing the location of the hepatius in the hepatius, and the hepatius in the he"
MHIST_blh.png,SSA,4,train,a histopathology slide showing the purple and purple areas of the left side of the left side of the left side of the purple areas
MHIST_bli.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_blj.png,HP,3,test,a histopathology slide showing the number of the cells in the liver
MHIST_blk.png,HP,0,train,a histopathology slide showing the hepatitoidus of the hepatitoidus
MHIST_bll.png,HP,0,train,a histopathology slide showing the hepatitoidus of the hepatitoidus
MHIST_blm.png,HP,0,test,a histopathology slide showing the hepatitoidus and histopothosis
MHIST_bln.png,HP,1,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_blo.png,HP,0,test,a histopathology slide showing the structure of the tissue
MHIST_blp.png,HP,3,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_blq.png,HP,2,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bls.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_blv.png,HP,1,test,a histopathology slide showing the cells of a human cell
MHIST_blx.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bly.png,HP,2,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bmb.png,SSA,4,train,a histopathology slide showing the brain and histoathosisal cells
MHIST_bmc.png,HP,3,test,a histopathology slide showing the location of the hepatitoidus in the heart
MHIST_bmd.png,SSA,6,test,"a histopathology slide showing the structure of the human cell, showing the cell membrane and the cell membrane is the cell membrane, and"
MHIST_bme.png,HP,1,train,a histopathology slide showing the pattern of the cell membrane
MHIST_bmf.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bmg.png,HP,1,test,a histopathology slide showing the location of the hepatius in the hepatius
MHIST_bmh.png,HP,2,test,"a histopathology slide showing the hepatius and histoathsis of the liver, with a number of histopathosis"
MHIST_bmi.png,HP,0,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bmj.png,HP,2,train,a histopathology slide showing the heart and histoathsis
MHIST_bmk.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bml.png,HP,0,train,a histopathology slide showing the pattern of the cell membrane
MHIST_bmm.png,HP,1,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bmo.png,HP,0,train,a histopathology slide showing the cells of the human
MHIST_bmq.png,SSA,4,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bmr.png,HP,2,train,a histopathology slide showing the location of the hepatius in the left side of the hepatius
MHIST_bmt.png,HP,1,test,a histopathology slide showing the pattern of the hepatitoidus in the left side of the hepatitoidus
MHIST_bmu.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, and the hepatitoidus of the hepati"
MHIST_bmv.png,HP,1,test,a histopathology slide showing the hepatitoidus and histopothrosissis
MHIST_bmw.png,HP,1,test,a histopathology slide showing the cells in the liver
MHIST_bmx.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bmy.png,SSA,4,test,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bmz.png,HP,1,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bna.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the left lung, and the hetopathosis of the hetop"
MHIST_bnb.png,HP,0,test,a histopathology slide showing the pattern of the hepatitoidus in the left side of the hepatitoidus
MHIST_bne.png,HP,0,test,a histopathology slide showing the hepatitoidus of the hepatitoidus
MHIST_bng.png,HP,2,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bnh.png,HP,1,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bni.png,SSA,4,train,a histopathology slide showing the cells of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bnk.png,SSA,6,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bnl.png,HP,1,test,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_bnm.png,HP,1,test,a histopathology slide showing the location of the hepatitoidus in the left side of the brain
MHIST_bnn.png,HP,3,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bno.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the left breast, and the hetopathosis of the hetop"
MHIST_bnq.png,HP,0,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the liver, and"
MHIST_bns.png,HP,0,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bnt.png,HP,3,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bnu.png,HP,1,train,a histopathology slide showing the hepatitoidus in the left side of the hetopathosis
MHIST_bnv.png,HP,1,test,a histopathology slide showing the cells of the human brain
MHIST_bnw.png,HP,2,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the hetopathosis"
MHIST_bnx.png,SSA,4,train,"a histopathology slide showing the hepatitoidus of the liver, with a large number of histopathtopodrot"
MHIST_bny.png,SSA,4,train,a histopathology slide showing the cells in the left and right side of the brain
MHIST_bnz.png,HP,1,train,a histopathology slide showing the pattern of the cells in the left and right cells
MHIST_bob.png,HP,2,train,a histopathology slide showing the pattern of the cells in the brain
MHIST_boc.png,HP,2,train,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bod.png,HP,0,test,a histopathology slide showing the location of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_boe.png,SSA,5,test,a histopathology slide showing the structure of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bof.png,HP,1,test,a histopathology slide showing the heart of a patient
MHIST_bog.png,HP,1,train,a histopathology slide showing the hepatitoidus of the hepatitoidus
MHIST_boh.png,HP,1,train,a histopathology slide showing the number of the cells in the liver
MHIST_boi.png,SSA,5,train,a histopathology slide showing the location of the hepatius in the left side of the hepatius
MHIST_boj.png,HP,3,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bok.png,SSA,4,train,"a histopathology slide showing the cells of a human cell, with a number of cells in the cell"
MHIST_bol.png,HP,3,train,a histopathology slide showing the cells of the liver
MHIST_bom.png,HP,2,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_boq.png,HP,1,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bou.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_box.png,HP,2,train,a histopathology slide showing the cells of the human
MHIST_boz.png,HP,2,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the hetopathsis, and hetopodrotrottictictictictictict"
MHIST_bpa.png,HP,1,test,a histopathology slide showing the location of the liver in the liver
MHIST_bpc.png,HP,2,train,a histopathology slide showing the pattern of the hepatitoidus in the left side of the hepatitoidus
MHIST_bpd.png,HP,0,test,"a histopathology slide showing the hepatitoidus of the liver, with a large number of livers, and a he"
MHIST_bpe.png,HP,1,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bpf.png,SSA,5,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bpg.png,HP,2,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bph.png,HP,1,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the hetopathosis"
MHIST_bpi.png,HP,0,train,a histopathology slide showing the pattern of the cell membrane
MHIST_bpm.png,HP,1,train,a histopathology slide showing the hepatius and histoidus cells in the liver
MHIST_bpn.png,HP,0,test,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bpo.png,HP,1,test,a histopathology slide showing the structure of the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bpq.png,HP,0,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
MHIST_bpr.png,HP,3,train,"a histopathology slide showing the hepatius and histoathsis of the liver, with the hepatius and histo"
MHIST_bps.png,SSA,4,test,a histopathology slide showing the hepatitoidus and histoidus cells in the hetopodymymymym
MHIST_bpt.png,HP,2,train,a histopathology slide showing a heart shaped section of the human
MHIST_bpu.png,HP,0,test,a histopathology slide showing the location of the hepatius in the left side of the hepatius
MHIST_bpv.png,HP,1,train,a histopathology slide showing the brain and histoathosis
MHIST_bpw.png,HP,2,train,a histopathology slide showing the hepatius and hepatius cells in the liver
MHIST_bpx.png,HP,3,test,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bpy.png,HP,3,train,a histopathology slide showing the pattern of the cells in the left and right breast cells
MHIST_bqa.png,HP,0,train,a histopathology slide showing the brain and histoathosisal cells
MHIST_bqb.png,HP,0,test,"a histopathology slide showing the hepatitoidus of the liver, and the hetopathosis of the hetopathosis"
MHIST_bqd.png,HP,0,train,"a histopathology slide showing the hepatitoidus of the liver, with the hetopathosis of the liver, and"
MHIST_bqf.png,HP,0,train,a histopathology slide showing the location of the hepatitoidus in the left side of the liver bone bone bone bone bone
MHIST_bqi.png,SSA,5,test,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver
MHIST_bqj.png,HP,0,train,a histopathology slide showing the purple and purple cells of a human
MHIST_bqm.png,HP,2,train,"a histopathology slide showing the cells of a human cell, with a number of cells in the cell"
MHIST_bqo.png,HP,0,train,a histopathology slide showing the hepatitoidus and histopathosis
MHIST_bqp.png,HP,0,train,a histopathology slide showing the pattern of the hepatitoidus in the left side of the hepatitoidus
MHIST_bqq.png,HP,3,train,a histopathology slide showing the cells in the liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver liver
